from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id
2001,PORI1,2,0,226__0__121__TZM__304__7__304__7_20251116,KPL__1__6233__RAIL__Rail_MTuWThF-XHol_20251116
2001,PORI1,2,0,226__0__121__TZM__304__8__304__8_20251116,KPL__1__6233__RAIL__Rail_MTuWThF-XHol_20251116
1006,PARA1,2,0,260__1__156__UZM__4217__1__4217__1_20251116,KPL__1__6309__RAIL__Rail_MTuWThF-XHol_20251116
8165,WATE1,2,0,150__1__440__TZM__410__2__410__2_20251116,HVL__1__3861__RAIL__Rail_Xmas_Sat_20251116
8165,WATE1,2,0,130__1__468__TZM__416__2__416__2_20251116,HVL__1__3849__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116
WATE2,9165,2,0,HVL__0__3822__RAIL__Rail_SaSu_+_Hol_20251116,130__0__705__TZM__406__4__406__4_20251116
WATE2,9165,2,0,HVL__0__3822__RAIL__Rail_Xmas_Day_20251116,130__0__705__TZM__406__4__406__4_20251116
WATE2,9165,2,0,HVL__0__3822__RAIL__Rail_Xmas_Sun+Hol_20251116,130__0__705__TZM__406__4__406__4_20251116
9001,PETO1,2,0,150__1__414__TZM__402__5__402__5_20251116,HVL__1__3831__RAIL__Rail_Xmas_Sat_20251116
8165,WATE1,2,0,150__1__112__TZM__434__1__434__1_20251116,HVL__1__4613__RAIL__Rail_MTuWThF-XHol_20251116
8165,WATE1,2,0,150__1__112__TZM__434__434_20251116,HVL__1__4613__RAIL__Rail_MTuWThF-XHol_20251116
8165,WATE1,2,0,130__1__196__TZM__431__2__431__2_20251116,HVL__1__3861__RAIL__Rail_Xmas_Sat_+_Additional_X_Aftmid_20251116
9001,PETO1,2,0,154__0__417__TZM__411__411_20251116,HVL__1__3847__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116
9001,PETO1,2,0,154__0__119__TZM__413__4__413__4_20251116,HVL__1__3603__RAIL__Rail_MTuWThF-XHol_20251116
PETO2,9001,2,0,HVL__0__2630__RAIL__Rail_MTuWThF-XHol_20251116,150__0__117__TZM__432__1__432__1_20251116
PETO2,9001,2,0,HVL__0__3824__RAIL__Rail_Xmas_Sat_+_Additional_X_Aftmid_20251116,150__0__117__TZM__432__1__432__1_20251116
PETO2,9001,2,0,MEL__0__5616__RAIL__Rail_MTuWThF-XHol_20251116,150__0__117__TZM__432__1__432__1_20251116
1006,PARA1,2,0,260__1__410__UZM__721__1__721__1_20251116,KPL__1__6433__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116
2002,PORI1,2,0,236__1__402__TZM__302__1__302__1_20251116,KPL__1__6415__RAIL__Rail_SaSu_+_Hol_20251116
2002,PORI1,2,0,236__1__700__TZM__304__3__304__3_20251116,KPL__1__6415__RAIL__Rail_SaSu_+_Hol_20251116
2002,PORI1,2,0,236__1__716__TZM__306__2__306__2_20251116,KPL__1__6447__RAIL__Rail_Xmas_Day_20251116
WAIK,1501,2,120,KPL__0__6336__RAIL__Rail_MTuWThF-XHol_20251116,280__0__147__UZM__4026__1__4026__1_20251116
6733,6730,2,120,7__0__175__TZM__105__6__105__6_20251116,27__1__124__TZM__147__1__147__1_20251116
6733,6730,2,120,7__0__175__TZM__105__2__105__2_20251116,27__1__124__TZM__147__1__147__1_20251116
2001,PORI1,2,0,226__0__149__TZM__310__8__310__8_20251116,KPL__1__6335__RAIL__Rail_MTuWThF-XHol_20251116
2001,PORI1,2,0,226__0__149__TZM__310__9__310__9_20251116,KPL__1__6335__RAIL__Rail_MTuWThF-XHol_20251116
2001,PORI1,2,0,226__0__149__TZM__310__10__310__10_20251116,KPL__1__6335__RAIL__Rail_MTuWThF-XHol_20251116
2001,PORI1,2,0,226__0__149__TZM__310__12__310__12_20251116,KPL__1__6335__RAIL__Rail_MTuWThF-XHol_20251116
2001,PORI1,2,0,226__0__149__TZM__310__13__310__13_20251116,KPL__1__6335__RAIL__Rail_MTuWThF-XHol_20251116
2001,PORI1,2,0,226__0__149__TZM__310__2__310__2_20251116,KPL__1__6335__RAIL__Rail_MTuWThF-XHol_20251116
1006,PARA1,2,0,261__1__708__UZM__114__3__114__3_20251116,KPL__1__6429__RAIL__Rail_Xmas_Sun+Hol_20251116
8251,TAIT1,2,0,120__1__464__TZM__409__409_20251116,HVL__1__3847__RAIL__Rail_SaSu_+_Hol_20251116
8297,TAIT1,2,0,121__1__112__TZM__425__1__425__1_20251116,HVL__1__2617__RAIL__Rail_MTuWThF-XHol_20251116
UPPE,8579,2,240,HVL__0__2622__RAIL__Rail_MTuWThF-XHol_20251116,112__0__109__TZM__510__3__510__3_20251116
UPPE,8579,2,240,HVL__0__2622__RAIL__Rail_MTuWThF-XHol_20251116,112__0__109__TZM__510__510_20251116
UPPE,8579,2,240,HVL__0__3818__RAIL__Rail_Xmas_Sat_+_Additional_X_Aftmid_20251116,112__0__109__TZM__510__510_20251116
6733,6730,2,120,7__0__223__TZM__108__5__108__5_20251116,27__1__136__TZM__108__5__108__5_20251116
PORI2,2003,2,0,KPL__0__6418__RAIL__Rail_SaSu_+_Hol_20251116,220__1__750__TZM__307__1__307__1_20251116
PORI2,2003,2,0,KPL__0__6418__RAIL__Rail_Xmas_Sun+Hol_20251116,220__1__750__TZM__307__1__307__1_20251116
PORI2,2003,2,0,KPL__0__6418__RAIL__Rail_Xmas_Day_20251116,220__1__750__TZM__307__1__307__1_20251116
WATE2,9165,2,0,HVL__0__3850__RAIL__Rail_Xmas_Sat_+_Additional_X_Aftmid_20251116,130__0__175__TZM__415__5__415__5_20251116
WATE2,9165,2,0,HVL__0__3630__RAIL__Rail_MTuWThF-XHol_20251116,130__0__175__TZM__415__5__415__5_20251116
2002,PORI1,2,0,236__1__716__TZM__306__2__306__2_20251116,KPL__1__6447__RAIL__Rail_Xmas_Sun+Hol_20251116
WATE2,9140,2,0,HVL__0__4624__RAIL__Rail_MTuWThF-XHol_20251116,170__0__171__TZM__605__2__605__2_20251116
WATE2,9140,2,0,HVL__0__3640__RAIL__Rail_MTuWThF-XHol_20251116,170__0__171__TZM__605__2__605__2_20251116
1006,PARA1,2,0,250__0__143__UZM__4022__2__4022__2_20251116,KPL__1__6309__RAIL__Rail_MTuWThF-XHol_20251116
8580,UPPE,2,240,110__1__190__TZM__518__1__518__1_20251116,HVL__1__3633__RAIL__Rail_MTuWThF-XHol_20251116
8580,UPPE,2,240,110__1__190__TZM__518__2__518__2_20251116,HVL__1__3633__RAIL__Rail_MTuWThF-XHol_20251116
8580,UPPE,2,240,110__1__190__TZM__518__518_20251116,HVL__1__3633__RAIL__Rail_MTuWThF-XHol_20251116
2002,PORI1,2,0,230__1__412__TZM__303__1__303__1_20251116,KPL__1__6431__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116
8251,TAIT1,2,0,120__1__722__TZM__602__602_20251116,HVL__1__3839__RAIL__Rail_Xmas_Sun+Hol_20251116
PORI2,2003,2,0,KPL__0__6420__RAIL__Rail_Xmas_Sat_20251116,226__0__407__TZM__305__3__305__3_20251116
PORI2,2003,2,0,KPL__0__6420__RAIL__Rail_SaSu_+_Hol_20251116,226__0__407__TZM__305__3__305__3_20251116
PORI2,2003,2,0,KPL__0__6420__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116,226__0__407__TZM__305__3__305__3_20251116
8140,WATE1,2,0,170__0__169__TZM__417__417_20251116,HVL__1__3855__RAIL__Rail_Xmas_Sat_+_Additional_X_Aftmid_20251116
UPPE,8579,2,240,HVL__0__3826__RAIL__Rail_Xmas_Day_20251116,110__0__707__TZM__502__6__502__6_20251116
UPPE,8579,2,240,HVL__0__3826__RAIL__Rail_SaSu_+_Hol_20251116,110__0__707__TZM__502__3__502__3_20251116
UPPE,8579,2,240,HVL__0__3826__RAIL__Rail_SaSu_+_Hol_20251116,110__0__707__TZM__502__6__502__6_20251116
UPPE,8579,2,240,HVL__0__3826__RAIL__Rail_Xmas_Sun+Hol_20251116,110__0__707__TZM__502__3__502__3_20251116
UPPE,8579,2,240,HVL__0__3826__RAIL__Rail_Xmas_Sun+Hol_20251116,110__0__707__TZM__502__6__502__6_20251116
8140,WATE1,2,0,170__0__433__TZM__603__3__603__3_20251116,HVL__1__3841__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116
7720,7700,2,60,17__1__160__TZM__126__1__126__1_20251116,7__1__178__TZM__114__6__114__6_20251116
7720,7700,2,60,17__1__160__TZM__126__1__126__1_20251116,7__1__178__TZM__114__114_20251116
WATE2,9165,2,0,HVL__0__3650__RAIL__Rail_MTuWThF-XHol_20251116,150__0__153__TZM__415__5__415__5_20251116
8140,WATE1,2,0,170__0__411__TZM__602__3__602__3_20251116,HVL__1__3819__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116
8251,TAIT1,2,0,120__1__206__TZM__424__1__424__1_20251116,HVL__1__3647__RAIL__Rail_MTuWThF-XHol_20251116
8251,TAIT1,2,0,120__1__206__TZM__424__424_20251116,HVL__1__3647__RAIL__Rail_MTuWThF-XHol_20251116
PARA2,1005,2,0,KPL__0__6328__RAIL__Rail_MTuWThF-XHol_20251116,262__0__165__UZM__4046__1__4046__1_20251116
9001,PETO1,2,0,154__0__409__TZM__417__2__417__2_20251116,HVL__1__3829__RAIL__Rail_Xmas_Sat_20251116
3081,3081,2,240,19__0__403__TZM__104__5__104__5_20251116,1__1__416__TZM__204__4__204__4_20251116
8165,WATE1,2,0,130__1__732__TZM__404__2__404__2_20251116,HVL__1__3845__RAIL__Rail_SaSu_+_Hol_20251116
8165,WATE1,2,0,130__1__462__TZM__406__5__406__5_20251116,HVL__1__3845__RAIL__Rail_SaSu_+_Hol_20251116
TAIT2,9251,2,0,HVL__0__3856__RAIL__Rail_Xmas_Sat_+_Additional_X_Aftmid_20251116,120__0__197__TZM__424__424_20251116
TAIT2,9251,2,0,HVL__0__4626__RAIL__Rail_MTuWThF-XHol_20251116,120__0__197__TZM__424__1__424__1_20251116
TAIT2,9251,2,0,HVL__0__4626__RAIL__Rail_MTuWThF-XHol_20251116,120__0__197__TZM__424__424_20251116
TAIT2,9251,2,0,HVL__0__3642__RAIL__Rail_MTuWThF-XHol_20251116,120__0__197__TZM__424__1__424__1_20251116
TAIT2,9251,2,0,HVL__0__3642__RAIL__Rail_MTuWThF-XHol_20251116,120__0__197__TZM__424__424_20251116
PARA2,1004,2,0,KPL__0__6456__RAIL__Rail_Xmas_Sun+Hol_20251116,250__0__723__UZM__111__2__111__2_20251116
PARA2,1004,2,0,KPL__0__6456__RAIL__Rail_SaSu_+_Hol_20251116,250__0__723__UZM__111__2__111__2_20251116
PARA2,1004,2,0,KPL__0__6456__RAIL__Rail_Xmas_Day_20251116,250__0__723__UZM__111__2__111__2_20251116
8165,WATE1,2,0,130__1__706__TZM__401__401_20251116,HVL__1__3819__RAIL__Rail_Xmas_Day_20251116
9416,SILV,2,240,115__0__403__TZM__508__4__508__4_20251116,HVL__1__3817__RAIL__Rail_SaSu_+_Hol_20251116
PETO2,9001,2,0,HVL__0__3612__RAIL__Rail_MTuWThF-XHol_20251116,150__0__131__TZM__402__6__402__6_20251116
PETO2,9001,2,0,HVL__0__3612__RAIL__Rail_MTuWThF-XHol_20251116,150__0__131__TZM__402__3__402__3_20251116
PETO2,9001,2,0,HVL__0__3838__RAIL__Rail_Xmas_Sat_+_Additional_X_Aftmid_20251116,150__0__131__TZM__402__3__402__3_20251116
UPPE,8579,2,240,HVL__0__2624__RAIL__Rail_MTuWThF-XHol_20251116,110__0__115__TZM__513__3__513__3_20251116
WATE2,9165,2,0,HVL__0__3834__RAIL__Rail_SaSu_+_Hol_20251116,130__0__717__TZM__406__4__406__4_20251116
WATE2,9165,2,0,HVL__0__3834__RAIL__Rail_Xmas_Sun+Hol_20251116,130__0__717__TZM__406__4__406__4_20251116
WATE2,9165,2,0,HVL__0__3834__RAIL__Rail_Xmas_Day_20251116,130__0__717__TZM__406__4__406__4_20251116
2003,PORI1,2,0,226__0__405__TZM__308__6__308__6_20251116,KPL__1__6413__RAIL__Rail_Sa_20251116
1006,PARA1,2,0,260__1__124__UZM__4023__1__4023__1_20251116,KPL__1__6307__RAIL__Rail_MTuWThF-XHol_20251116
1006,PARA1,2,0,262__1__714__UZM__115__3__115__3_20251116,KPL__1__6447__RAIL__Rail_Xmas_Day_20251116
8140,WATE1,2,0,160__1__106__TZM__609__1__609__1_20251116,HVL__1__2611__RAIL__Rail_MTuWThF-XHol_20251116
8140,WATE1,2,0,160__1__106__TZM__609__2__609__2_20251116,HVL__1__2611__RAIL__Rail_MTuWThF-XHol_20251116
2003,PORI1,2,0,226__0__441__TZM__311__311_20251116,KPL__1__6449__RAIL__Rail_SaSu_+_Hol_20251116
1501,WAIK,2,240,280__0__715__UZM__102__1__102__1_20251116,KPL__1__6443__RAIL__Rail_Xmas_Day_20251116
PORI2,2003,2,0,KPL__0__6216__RAIL__Rail_MTuWThF-XHol_20251116,220__1__104__TZM__311__3__311__3_20251116
PORI2,2003,2,0,KPL__0__6216__RAIL__Rail_MTuWThF-XHol_20251116,220__1__104__TZM__311__4__311__4_20251116
PORI2,2003,2,0,KPL__0__6216__RAIL__Rail_MTuWThF-XHol_20251116,220__1__104__TZM__311__1__311__1_20251116
8165,WATE1,2,0,130__1__410__TZM__408__5__408__5_20251116,HVL__1__3819__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116
6055,6017,2,240,1__1__164__TZM__122__1__122__1_20251116,23__0__153__TZM__131__1__131__1_20251116
6055,6017,2,240,1__1__164__TZM__122__122_20251116,23__0__153__TZM__131__1__131__1_20251116
9001,PETO1,2,0,150__1__130__TZM__402__6__402__6_20251116,HVL__1__3605__RAIL__Rail_MTuWThF-XHol_20251116
9001,PETO1,2,0,150__1__130__TZM__402__3__402__3_20251116,HVL__1__3605__RAIL__Rail_MTuWThF-XHol_20251116
2002,PORI1,2,0,230__1__146__TZM__321__321_20251116,KPL__1__6347__RAIL__Rail_MTuWThF-XHol_20251116
2002,PORI1,2,0,230__1__146__TZM__321__2__321__2_20251116,KPL__1__6347__RAIL__Rail_MTuWThF-XHol_20251116
2002,PORI1,2,0,230__1__146__TZM__321__1__321__1_20251116,KPL__1__6347__RAIL__Rail_MTuWThF-XHol_20251116
8140,WATE1,2,0,160__1__410__TZM__403__5__403__5_20251116,HVL__1__3819__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116
8580,UPPE,2,240,111__0__137__TZM__508__508_20251116,HVL__1__3843__RAIL__Rail_Xmas_Sat_+_Additional_X_Aftmid_20251116
1006,PARA1,2,0,262__1__718__UZM__115__3__115__3_20251116,KPL__1__6455__RAIL__Rail_Xmas_Sun+Hol_20251116
7720,7700,2,60,29__0__409__TZM__114__5__114__5_20251116,7__1__432__TZM__220__2__220__2_20251116
9001,PETO1,2,0,150__1__104__TZM__414__414_20251116,HVL__1__3811__RAIL__Rail_Xmas_Sat_+_Additional_X_Aftmid_20251116
8580,UPPE,2,240,110__1__702__TZM__502__6__502__6_20251116,HVL__1__3815__RAIL__Rail_Xmas_Day_20251116
8580,UPPE,2,240,112__1__114__TZM__510__3__510__3_20251116,HVL__1__2629__RAIL__Rail_MTuWThF-XHol_20251116
8580,UPPE,2,240,112__1__114__TZM__510__510_20251116,HVL__1__2629__RAIL__Rail_MTuWThF-XHol_20251116
2003,PORI1,2,0,210__1__706__TZM__307__1__307__1_20251116,KPL__1__6423__RAIL__Rail_Xmas_Day_20251116
1006,PARA1,2,0,260__1__400__UZM__701__1__701__1_20251116,KPL__1__6413__RAIL__Rail_Sa_20251116
UPPE,8579,2,240,HVL__0__3842__RAIL__Rail_Xmas_Day_20251116,110__0__723__TZM__505__3__505__3_20251116
UPPE,8579,2,240,HVL__0__3842__RAIL__Rail_SaSu_+_Hol_20251116,110__0__723__TZM__505__3__505__3_20251116
UPPE,8579,2,240,HVL__0__3842__RAIL__Rail_Xmas_Sun+Hol_20251116,110__0__723__TZM__505__3__505__3_20251116
2003,PORI1,2,0,210__1__140__TZM__318__318_20251116,KPL__1__6347__RAIL__Rail_MTuWThF-XHol_20251116
2003,PORI1,2,0,210__1__140__TZM__318__5__318__5_20251116,KPL__1__6347__RAIL__Rail_MTuWThF-XHol_20251116
2003,PORI1,2,0,210__1__140__TZM__318__6__318__6_20251116,KPL__1__6347__RAIL__Rail_MTuWThF-XHol_20251116
2003,PORI1,2,0,210__1__140__TZM__318__8__318__8_20251116,KPL__1__6347__RAIL__Rail_MTuWThF-XHol_20251116
2003,PORI1,2,0,210__1__140__TZM__318__1__318__1_20251116,KPL__1__6347__RAIL__Rail_MTuWThF-XHol_20251116
PARA2,1005,2,0,KPL__0__6330__RAIL__Rail_MTuWThF-XHol_20251116,262__0__133__UZM__4033__1__4033__1_20251116
8251,TAIT1,2,0,120__1__408__TZM__406__5__406__5_20251116,HVL__1__3817__RAIL__Rail_SaSu_+_Hol_20251116
2003,PORI1,2,0,210__1__412__TZM__305__3__305__3_20251116,KPL__1__6431__RAIL__Rail_SaSu_+_Hol_20251116
2003,PORI1,2,0,210__1__710__TZM__301__3__301__3_20251116,KPL__1__6431__RAIL__Rail_SaSu_+_Hol_20251116
8580,UPPE,2,240,112__1__404__TZM__508__4__508__4_20251116,HVL__1__3823__RAIL__Rail_Xmas_Sat_20251116
6055,6017,2,240,1__1__238__TZM__236__1__236__1_20251116,23__0__133__TZM__203__5__203__5_20251116
6055,6017,2,240,1__1__238__TZM__236__1__236__1_20251116,23__0__133__TZM__203__3__203__3_20251116
2003,PORI1,2,0,210__1__706__TZM__307__1__307__1_20251116,KPL__1__6423__RAIL__Rail_Xmas_Sun+Hol_20251116
6733,6730,2,120,7__0__183__TZM__144__1__144__1_20251116,27__1__126__TZM__228__1__228__1_20251116
6733,6730,2,120,7__0__183__TZM__144__144_20251116,27__1__126__TZM__228__1__228__1_20251116
WATE2,9165,2,0,HVL__0__3832__RAIL__Rail_Xmas_Sat_20251116,130__0__427__TZM__413__2__413__2_20251116
WATE2,9165,2,0,HVL__0__3832__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116,130__0__427__TZM__413__2__413__2_20251116
WATE2,9165,2,0,HVL__0__3832__RAIL__Rail_SaSu_+_Hol_20251116,130__0__427__TZM__413__2__413__2_20251116
9001,PETO1,2,0,150__1__722__TZM__405__7__405__7_20251116,HVL__1__3859__RAIL__Rail_Xmas_Day_20251116
1006,PARA1,2,0,250__0__407__UZM__712__1__712__1_20251116,KPL__1__6427__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116
9001,PETO1,2,0,150__1__110__TZM__401__6__401__6_20251116,MEL__1__5611__RAIL__Rail_MTuWThF-XHol_20251116
1006,PARA1,2,0,260__1__406__UZM__701__1__701__1_20251116,KPL__1__6425__RAIL__Rail_SaSu_+_Hol_20251116
1006,PARA1,2,0,260__1__706__UZM__116__3__116__3_20251116,KPL__1__6425__RAIL__Rail_SaSu_+_Hol_20251116
TAIT2,9251,2,0,HVL__0__3854__RAIL__Rail_SaSu_+_Hol_20251116,120__0__735__TZM__602__602_20251116
TAIT2,9251,2,0,HVL__0__3854__RAIL__Rail_Xmas_Sun+Hol_20251116,120__0__735__TZM__602__602_20251116
TAIT2,9251,2,0,HVL__0__3854__RAIL__Rail_Xmas_Day_20251116,120__0__735__TZM__602__602_20251116
1501,WAIK,2,240,281__0__707__UZM__103__1__103__1_20251116,KPL__1__6429__RAIL__Rail_Xmas_Day_20251116
9001,PETO1,2,0,154__0__423__TZM__403__5__403__5_20251116,HVL__1__3859__RAIL__Rail_Xmas_Sat_20251116
8140,WATE1,2,0,160__1__408__TZM__603__3__603__3_20251116,HVL__1__3817__RAIL__Rail_SaSu_+_Hol_20251116
8140,WATE1,2,0,160__1__702__TZM__603__603_20251116,HVL__1__3817__RAIL__Rail_SaSu_+_Hol_20251116
2600,PARE,2,240,236__1__138__TZM__322__322_20251116,KPL__1__6347__RAIL__Rail_MTuWThF-XHol_20251116
2600,PARE,2,240,236__1__138__TZM__322__6__322__6_20251116,KPL__1__6347__RAIL__Rail_MTuWThF-XHol_20251116
2600,PARE,2,240,236__1__138__TZM__322__7__322__7_20251116,KPL__1__6347__RAIL__Rail_MTuWThF-XHol_20251116
1006,PARA1,2,0,260__1__406__UZM__701__1__701__1_20251116,KPL__1__6425__RAIL__Rail_Xmas_Sat_20251116
UPPE,8580,2,240,HVL__0__3608__RAIL__Rail_MTuWThF-XHol_20251116,113__0__101__TZM__505__5__505__5_20251116
UPPE,8580,2,240,HVL__0__3836__RAIL__Rail_Xmas_Sat_+_Additional_X_Aftmid_20251116,113__0__101__TZM__505__5__505__5_20251116
7720,6720,2,0,29__0__117__TZM__109__6__109__6_20251116,7__0__181__TZM__119__3__119__3_20251116
3000,3000,2,240,1__0__469__TZM__214__5__214__5_20251116,19__0__435__TZM__206__4__206__4_20251116
3000,3000,2,240,1__0__469__TZM__214__5__214__5_20251116,19__0__435__TZM__206__3__206__3_20251116
PARA2,1004,2,0,KPL__0__6224__RAIL__Rail_MTuWThF-XHol_20251116,260__0__109__UZM__4012__1__4012__1_20251116
8251,TAIT1,2,0,120__1__402__TZM__401__5__401__5_20251116,HVL__1__3811__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116
1501,WAIK,2,240,281__0__707__UZM__103__1__103__1_20251116,KPL__1__6429__RAIL__Rail_Xmas_Sun+Hol_20251116
PETO2,9001,2,0,HVL__0__2640__RAIL__Rail_MTuWThF-XHol_20251116,154__0__117__TZM__426__1__426__1_20251116
PETO2,9001,2,0,HVL__0__2640__RAIL__Rail_MTuWThF-XHol_20251116,154__0__117__TZM__426__426_20251116
PETO2,9001,2,0,HVL__0__3830__RAIL__Rail_Xmas_Sat_+_Additional_X_Aftmid_20251116,154__0__117__TZM__426__426_20251116
8140,WATE1,2,0,160__1__170__TZM__422__1__422__1_20251116,HVL__1__3653__RAIL__Rail_MTuWThF-XHol_20251116
8140,WATE1,2,0,160__1__170__TZM__422__422_20251116,HVL__1__3653__RAIL__Rail_MTuWThF-XHol_20251116
PARA2,1005,2,0,KPL__0__6242__RAIL__Rail_MTuWThF-XHol_20251116,261__0__117__UZM__4030__1__4030__1_20251116
PARA2,1005,2,0,KPL__0__6242__RAIL__Rail_MTuWThF-XHol_20251116,261__0__117__UZM__4030__4030_20251116
2001,PORI1,2,0,220__0__135__TZM__305__5__305__5_20251116,KPL__1__6231__RAIL__Rail_MTuWThF-XHol_20251116
2001,PORI1,2,0,220__0__135__TZM__305__8__305__8_20251116,KPL__1__6231__RAIL__Rail_MTuWThF-XHol_20251116
2001,PORI1,2,0,220__0__135__TZM__305__6__305__6_20251116,KPL__1__6231__RAIL__Rail_MTuWThF-XHol_20251116
2003,PORI1,2,0,220__1__132__TZM__321__321_20251116,KPL__1__6231__RAIL__Rail_MTuWThF-XHol_20251116
2003,PORI1,2,0,220__1__132__TZM__321__2__321__2_20251116,KPL__1__6231__RAIL__Rail_MTuWThF-XHol_20251116
2003,PORI1,2,0,220__1__132__TZM__321__1__321__1_20251116,KPL__1__6231__RAIL__Rail_MTuWThF-XHol_20251116
7720,7700,2,60,29__0__717__TZM__110__4__110__4_20251116,7__1__738__TZM__117__4__117__4_20251116
2002,PORI1,2,0,236__1__410__TZM__310__310_20251116,KPL__1__6431__RAIL__Rail_Xmas_Sat_20251116
WATE2,9165,2,0,HVL__0__3840__RAIL__Rail_Xmas_Sat_20251116,150__0__421__TZM__412__2__412__2_20251116
WATE2,9165,2,0,HVL__0__3840__RAIL__Rail_SaSu_+_Hol_20251116,150__0__421__TZM__412__2__412__2_20251116
WATE2,9165,2,0,HVL__0__3840__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116,150__0__421__TZM__412__2__412__2_20251116
8140,WATE1,2,0,170__0__403__TZM__603__3__603__3_20251116,HVL__1__3811__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116
2002,PORI1,2,0,230__1__408__TZM__303__1__303__1_20251116,KPL__1__6423__RAIL__Rail_SaSu_+_Hol_20251116
2002,PORI1,2,0,230__1__704__TZM__303__303_20251116,KPL__1__6423__RAIL__Rail_SaSu_+_Hol_20251116
2002,PORI1,2,0,236__1__426__TZM__305__3__305__3_20251116,KPL__1__6463__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116
8165,WATE1,2,0,130__1__454__TZM__404__4__404__4_20251116,HVL__1__3841__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116
WATE2,9165,2,0,HVL__0__3842__RAIL__Rail_Xmas_Sat_+_Additional_X_Aftmid_20251116,130__0__157__TZM__431__2__431__2_20251116
2003,PORI1,2,0,226__0__135__TZM__320__320_20251116,KPL__1__6315__RAIL__Rail_MTuWThF-XHol_20251116
2003,PORI1,2,0,226__0__135__TZM__320__1__320__1_20251116,KPL__1__6315__RAIL__Rail_MTuWThF-XHol_20251116
PARA2,1004,2,0,KPL__0__6330__RAIL__Rail_MTuWThF-XHol_20251116,260__0__135__UZM__4045__1__4045__1_20251116
2003,PORI1,2,0,226__0__443__TZM__303__1__303__1_20251116,KPL__1__6451__RAIL__Rail_SaSu_+_Hol_20251116
TREN2,9525,2,0,HVL__0__3850__RAIL__Rail_SaSu_+_Hol_20251116,114__1__418__TZM__506__4__506__4_20251116
8580,UPPE,2,240,110__1__464__TZM__509__2__509__2_20251116,HVL__1__3847__RAIL__Rail_Xmas_Sat_20251116
PORI2,2003,2,0,KPL__0__6452__RAIL__Rail_Xmas_Sat_20251116,226__0__439__TZM__310__310_20251116
PORI2,2003,2,0,KPL__0__6452__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116,226__0__439__TZM__310__310_20251116
PORI2,2003,2,0,KPL__0__6452__RAIL__Rail_SaSu_+_Hol_20251116,226__0__439__TZM__310__310_20251116
3000,3000,2,240,1__0__763__TZM__202__1__202__1_20251116,19__0__733__TZM__205__1__205__1_20251116
8580,UPPE,2,240,110__1__482__TZM__511__2__511__2_20251116,HVL__1__3859__RAIL__Rail_Xmas_Sat_20251116
1006,PARA1,2,0,262__1__106__UZM__4005__1__4005__1_20251116,KPL__1__6215__RAIL__Rail_MTuWThF-XHol_20251116
UPPE,8579,2,240,HVL__0__3644__RAIL__Rail_MTuWThF-XHol_20251116,110__0__195__TZM__518__1__518__1_20251116
UPPE,8579,2,240,HVL__0__3644__RAIL__Rail_MTuWThF-XHol_20251116,110__0__195__TZM__518__2__518__2_20251116
UPPE,8579,2,240,HVL__0__3644__RAIL__Rail_MTuWThF-XHol_20251116,110__0__195__TZM__518__518_20251116
WATE2,9140,2,0,HVL__0__3840__RAIL__Rail_SaSu_+_Hol_20251116,160__0__713__TZM__402__2__402__2_20251116
WATE2,9140,2,0,HVL__0__3840__RAIL__Rail_Xmas_Sun+Hol_20251116,160__0__713__TZM__402__2__402__2_20251116
WATE2,9140,2,0,HVL__0__3840__RAIL__Rail_Xmas_Day_20251116,160__0__713__TZM__402__2__402__2_20251116
8140,WATE1,2,0,160__1__430__TZM__416__2__416__2_20251116,HVL__1__3839__RAIL__Rail_Xmas_Sat_20251116
PARA2,1005,2,0,KPL__0__6320__RAIL__Rail_MTuWThF-XHol_20251116,261__0__123__UZM__4016__1__4016__1_20251116
8165,WATE1,2,0,150__1__412__TZM__404__4__404__4_20251116,HVL__1__3827__RAIL__Rail_Xmas_Sat_X_Additional_X_Aftmid_20251116
PARA2,1004,2,0,KPL__0__6442__RAIL__Rail_Xmas_Sun+Hol_20251116,260__0__717__UZM__113__3__113__3_20251116
PARA2,1004,2,0,KPL__0__6442__RAIL__Rail_SaSu_+_Hol_20251116,260__0__717__UZM__113__3__113__3_20251116
